microbe_id	batch_id	plant_id	photo_id	OD	var_fresh_weight_mg	var_dry_weight_mg	var_rosette_diameter_cm	var_rosette_leaves	var_dry_rosette_leaves	var_stem_leaves	var_stem_height_cm	var_number_of_stems	var_stem_siliques	comments	condition
550	11	A3	11_nacl_550_2	0.5	607	125	8.5	28	14	4	23	2	19		nacl
550	11	A4	11_nacl_550_2	0.5	261	60	4.7	17	7	5	19.2	1	16		nacl
550	11	B1	11_nacl_550_2	0.5	397	88	5.5	16	8	4	18.2	2	21		nacl
550	11	B2	11_nacl_550_2	0.5	638	11	5.5	24	3	6	15.1	3	21		nacl
550	11	B3	11_nacl_550_2	0.5	371	77	4.6	20	5	3	9.8	2	12		nacl
550	11	B4	11_nacl_550_2	0.5	399	79	5.2	21	4	4	6	2	4		nacl
550	11	C1	11_nacl_550_2	0.5	248	47	6.5	12	4	3	13.9	1	14		nacl
550	11	C2	11_nacl_550_2	0.5	600	105	5.6	13	8	3	26	1	24		nacl
550	11	C3	11_nacl_550_2	0.5	433	88	5.9	15	4	4	20.5	1	21		nacl
558	11	A1	11_nacl_558_2	0.5	318	66	6.2	14	2	4	26.2	1	24		nacl
558	11	A2	11_nacl_558_2	0.5	383	108	6	14	7	3	21.5	1	11	6 red leaves , 1 yellow leaf	nacl
558	11	A3	11_nacl_558_2	0.5	434	121	5.7	18	10	4	28.2	2	26		nacl
558	11	B1	11_nacl_558_2	0.5	821	154	8.5	37	8	4	23.5	2	19		nacl
558	11	B2	11_nacl_558_2	0.5	297	68	6.1	17	4	5	6.3	1	5		nacl
558	11	B3	11_nacl_558_2	0.5	250	106	6.7	20	4	5	9.7	2	9		nacl
558	11	C1	11_nacl_558_2	0.5	381	134	5.3	33	3	3	16.3	1	13		nacl
558	11	C2	11_nacl_558_2	0.5	880	204	6.5	30	13	5	22.1	3	20	too dense leaves	nacl
574	11	A1	11_nacl_574_2	0.5	885	175	8.9	31	11	3	20.2	3	22	3 red leaves 	nacl
574	11	A2	11_nacl_574_2	0.5	718	154	8	24	9	3	16.5	4	18		nacl
574	11	A3	11_nacl_574_2	0.5	724	171	6.7	36	13	5	26.5	2	24	1 red leaf	nacl
574	11	B1	11_nacl_574_2	0.5	348	64	6.4	24	10	3	10.3	1	11		nacl
574	11	B2	11_nacl_574_2	0.5	898	181	7.1	27	12	6	23.5	4	26		nacl
574	11	B3	11_nacl_574_2	0.5	592	105	7.9	23	4	5	8.5	2	11		nacl
574	11	C1	11_nacl_574_2	0.5	370	77	5.2	19	4	4	17.7	2	16		nacl
574	11	C2	11_nacl_574_2	0.5	666	128	8.1	16	5	1	19.7	1	19		nacl
574	11	C3	11_nacl_574_2	0.5	792	164	5.2	26	5	4	9.8	2	10		nacl
E. coli	14	A1	14_nacl_ecoli_2	0.9	501	118	7.1	13	3	4	14.7	1	13		nacl
E. coli	14	A2	14_nacl_ecoli_2	0.9	175	46	6.8	13	3	2	9.2	1	11		nacl
E. coli	14	A3	14_nacl_ecoli_2	0.9	366	115	9.4	21	2	3	4.5	1	5		nacl
E. coli	14	B1	14_nacl_ecoli_2	0.9	383	97	7.6	11	2	4	13.4	1	15		nacl
E. coli	14	B2	14_nacl_ecoli_2	0.9	141	26	5.2	11	1	2	3.6	1	2		nacl
E. coli	14	B3	14_nacl_ecoli_2	0.9	130	31	4.6	13	2	0	0	0	0		nacl
E. coli	14	C1	14_nacl_ecoli_2	0.9	266	85	5.3	12	2	3	11	1	13		nacl
E. coli	14	C2	14_nacl_ecoli_2	0.9	260	65	5.3	10	2	3	7.1	1	7		nacl
E. coli	14	C3	14_nacl_ecoli_2	0.9	150	44	4.4	8	1	0	0	0	0		nacl
Control+	14	A1	14_nacl_control+_2	0	260	129	4.8	16	4	2	22.5	1	28		nacl
Control+	14	A2	14_nacl_control+_2	0	186	89	5	12	5	3	21	1	24		nacl
Control+	14	A3	14_nacl_control+_2	0	241	128	6.7	18	5	2	21	3	20		nacl
Control+	14	B1	14_nacl_control+_2	0	1073	192	6.8	26	2	4	26.2	2	26		nacl
Control+	14	B2	14_nacl_control+_2	0	561	95	6.1	14	3	3	25.5	1	30		nacl
Control+	14	B3	14_nacl_control+_2	0	768	121	7.6	12	0	2	27.2	1	26		nacl
Control+	14	C1	14_nacl_control+_2	0	423	114	7.3	22	4	4	14.8	1	9		nacl
Control+	14	C2	14_nacl_control+_2	0	327	80	6.8	13	4	5	11.2	1	10		nacl
Control+	14	C3	14_nacl_control+_2	0	340	92	6.2	16	4	4	14	1	16		nacl
Control	14	A1	14_nacl_control_2	0	180	71	5.4	12	1	3	6.2	1	3		nacl
Control	14	A2	14_nacl_control_2	0	448	132	7.4	18	3	2	4.5	1	1		nacl
Control	14	A3	14_nacl_control_2	0	175	51	4	9	2	3	3.2	1	1		nacl
Control	14	B1	14_nacl_control_2	0	440	132	7.6	12	2	3	13.6	1	10		nacl
Control	14	B2	14_nacl_control_2	0	191	50	6.4	12	3	0	0	0	0		nacl
Control	14	B3	14_nacl_control_2	0	400	97	7.9	13	4	2	18.5	1	15		nacl
Control	14	C1	14_nacl_control_2	0	298	64	8	5	1	3	13.2	1	8		nacl
Control	14	C2	14_nacl_control_2	0	364	106	7.8	10	1	4	9.1	1	7		nacl
Control	14	C3	14_nacl_control_2	0	248	75	6.5	13	3	1	0.5	1	1		nacl
200	14	A1	14_nacl_200_2	0.4	529	92	7.5	14	4	3	21.6	1	18		nacl
200	14	A2	14_nacl_200_2	0.4	312	79	7.3	10	2	4	13.5	1	14		nacl
200	14	A3	14_nacl_200_2	0.4	160	36	4.7	8	3	3	9.2	1	7		nacl
200	14	B1	14_nacl_200_2	0.4	218	60	6.7	8	1	2	16.1	1	12	4 cultures	nacl
200	14	B2	14_nacl_200_2	0.4	297	104	5.8	13	5	3	18.5	1	15		nacl
200	14	B3	14_nacl_200_2	0.4	190	63	4.8	6	2	2	13.7	1	8		nacl
200	14	C1	14_nacl_200_2	0.4	125	37	4.6	10	2	2	2.7	1	1		nacl
200	14	C2	14_nacl_200_2	0.4	232	58	5.1	9	2	5	8.9	1	8		nacl
200	14	C3	14_nacl_200_2	0.4	205	73	5.5	8	2	4	13.4	1	12		nacl
203	14	A1	14_nacl_203_2	0.3	279	68	6.1	9	3	1	24.2	1	17		nacl
203	14	A2	14_nacl_203_2	0.3	270	52	5.8	13	1	3	13.1	1	10		nacl
203	14	A3	14_nacl_203_2	0.3	202	32	5.9	8	1	0	0	0	0		nacl
203	14	B1	14_nacl_203_2	0.3	587	138	7.9	16	1	3	18.2	1	8		nacl
203	14	B2	14_nacl_203_2	0.3	282	89	5.7	14	3	2	19.6	1	13		nacl
203	14	B3	14_nacl_203_2	0.3	276	71	6.4	11	2	4	8	1	5		nacl
203	14	C1	14_nacl_203_2	0.3	358	113	8.2	22	2	2	3.7	1	1		nacl
203	14	C2	14_nacl_203_2	0.3	272	64	6.4	9	1	2	8.3	1	5		nacl
203	14	C3	14_nacl_203_2	0.3	503	112	7.8	14	3	0	0	0	0		nacl
227	14	A1	14_nacl_227_2	0.9	352	85	7.5	9	3	3	16.8	1	16	4 cultures	nacl
227	14	A2	14_nacl_227_2	0.9	316	61	6.7	8	3	2	19.7	1	15		nacl
227	14	A3	14_nacl_227_2	0.9	393	93	6.6	13	4	1	23.5	1	21		nacl
227	14	B1	14_nacl_227_2	0.9	667	163	7.6	26	4	3	10.4	2	8	dense leaves	nacl
227	14	B2	14_nacl_227_2	0.9	475	145	7.2	12	3	3	18.3	1	16		nacl
227	14	B3	14_nacl_227_2	0.9	299	93	7.9	14	4	5	11.6	1	2		nacl
227	14	C1	14_nacl_227_2	0.9	269	71	6.3	6	1	1	12.2	1	6		nacl
227	14	C2	14_nacl_227_2	0.9	273	78	5.6	9	2	2	19.5	1	11		nacl
227	14	C3	14_nacl_227_2	0.9	539	142	6.6	12	1	3	20.8	1	13		nacl
300	14	A1	14_nacl_300_2	0.9	681	168	9.7	30	4	4	9.2	1	1	too dense rosette leaves 	nacl
300	14	A2	14_nacl_300_2	0.9	249	79	7.2	12	1	1	1.4	1	1		nacl
300	14	A3	14_nacl_300_2	0.9	244	73	6.4	16	4	1	15.5	1	14		nacl
300	14	B1	14_nacl_300_2	0.9	242	57	8.5	10	2	4	2.8	1	1		nacl
300	14	B2	14_nacl_300_2	0.9	211	40	5.5	8	2	2	14.4	1	9		nacl
300	14	B3	14_nacl_300_2	0.9	183	38	4.5	6	3	0	0	0	0		nacl
300	14	C1	14_nacl_300_2	0.9	352	66	6.2	9	3	4	7.9	1	5		nacl
300	14	C2	14_nacl_300_2	0.9	235	65	5.8	22	5	4	6.7	1	6		nacl
300	14	C3	14_nacl_300_2	0.9	218	55	4.7	13	2	3	11.2	1	8		nacl
343	14	A1	14_nacl_343_2	0.3	258	75	6.2	15	4	1	15.7	1	9		nacl
343	14	A2	14_nacl_343_2	0.3	152	48	4.5	9	6	2	1.7	1	1		nacl
343	14	A3	14_nacl_343_2	0.3	333	90	6.6	18	7	4	13.2	2	8		nacl
343	14	B1	14_nacl_343_2	0.3	857	210	6.1	14	3	2	27.5	1	20		nacl
343	14	B2	14_nacl_343_2	0.3	481	90	8.6	8	1	4	16.4	1	9		nacl
343	14	B3	14_nacl_343_2	0.3	130	27	6.5	9	1	0	0	0	0		nacl
343	14	C1	14_nacl_343_2	0.3	396	94	8.5	13	3	1	18.4	1	15		nacl
343	14	C2	14_nacl_343_2	0.3	483	146	8.4	12	2	3	23.2	1	18		nacl
343	14	C3	14_nacl_343_2	0.3	425	157	6.8	12	6	3	18.7	1	10		nacl
345	14	A1	14_nacl_345_2	0.9	218	87	5.7	7	3	2	1.8	1	1		nacl
345	14	A2	14_nacl_345_2	0.9	242	64	7.8	18	5	2	0.2	1	0		nacl
345	14	A3	14_nacl_345_2	0.9	94	34	7.2	5	4	2	13.7	1	9		nacl
345	14	B1	14_nacl_345_2	0.9	447	162	7.6	16	6	3	11.5	1	12		nacl
345	14	B2	14_nacl_345_2	0.9	143	48	5.8	8	4	0	0	0	0		nacl
345	14	B3	14_nacl_345_2	0.9	207	75	5.9	8	4	4	11.4	1	12		nacl
345	14	C1	14_nacl_345_2	0.9	215	67	6.7	8	4	4	10.2	1	12		nacl
345	14	C2	14_nacl_345_2	0.9	271	81	6.5	12	4	2	14.6	1	19		nacl
345	14	C3	14_nacl_345_2	0.9	218	46	5.7	11	1	0	0	0	0		nacl
534	14	A1	14_nacl_534_2	0.9	411	102	5.7	17	2	2	12.8	1	10		nacl
534	14	A2	14_nacl_534_2	0.9	388	108	7.6	12	2	3	20	1	13		nacl
534	14	A3	14_nacl_534_2	0.9	313	95	7	14	3	3	15.2	1	8		nacl
534	14	B1	14_nacl_534_2	0.9	271	66	7.6	15	3	1	7.8	1	6		nacl
534	14	B2	14_nacl_534_2	0.9	440	127	5.7	18	4	1	24.5	1	14		nacl
534	14	B3	14_nacl_534_2	0.9	435	130	5.4	12	4	1	20.5	2	12		nacl
534	14	C1	14_nacl_534_2	0.9	293	75	6.2	14	4	1	11.6	1	7		nacl
534	14	C2	14_nacl_534_2	0.9	351	97	5.5	15	0	7	18.6	1	15		nacl
740	14	A1	14_nacl_740_2	0.9	253	69	7.2	6	1	2	20.5	1	10		nacl
740	14	A2	14_nacl_740_2	0.9	344	119	7.9	12	2	2	19.5	1	13		nacl
740	14	A3	14_nacl_740_2	0.9	193	54	5.8	6	2	4	12.3	1	6		nacl
740	14	B1	14_nacl_740_2	0.9	619	158	8.6	15	4	2	20	1	15		nacl
740	14	B2	14_nacl_740_2	0.9	476	105	6.2	13	4	4	11.5	1	8		nacl
740	14	B3	14_nacl_740_2	0.9	230	64	6.7	16	3	0	0	0	0		nacl
740	14	C1	14_nacl_740_2	0.9	473	115	7.2	16	2	2	18.2	1	13		nacl
740	14	C2	14_nacl_740_2	0.9	502	110	8.7	18	1	2	6.8	1	1		nacl
740	14	C3	14_nacl_740_2	0.9	246	63	5.6	12	2	2	4.6	1	1		nacl
742	14	A1	14_nacl_742_2	0.9	365	95	6	12	3	2	16.2	1	14		nacl
742	14	A2	14_nacl_742_2	0.9	256	65	6.6	12	3	2	16	1	9		nacl
742	14	A3	14_nacl_742_2	0.9	180	41	5.5	12	1	1	2	1	1		nacl
742	14	B1	14_nacl_742_2	0.9	758	173	7.2	16	3	4	22	1	15		nacl
742	14	B2	14_nacl_742_2	0.9	361	91	7	14	2	4	3.2	1	1		nacl
742	14	B3	14_nacl_742_2	0.9	321	63	5.6	14	2	0	0	0	0		nacl
742	14	C1	14_nacl_742_2	0.9	465	112	7.5	9	1	2	16.8	1	13		nacl
742	14	C2	14_nacl_742_2	0.9	278	88	6.7	10	2	2	16	1	11		nacl
742	14	C3	14_nacl_742_2	0.9	242	58	7.2	8	2	3	9	1	6		nacl
1020	14	A1	14_nacl_1020_2	0.9	189	49	4.6	8	3	3	15	1	12		nacl
1020	14	A2	14_nacl_1020_2	0.9	537	121	8.2	26	5	4	6.4	1	1	too dense leave 	nacl
1020	14	A3	14_nacl_1020_2	0.9	297	66	5.7	9	3	3	14.8	1	11		nacl
1020	14	B1	14_nacl_1020_2	0.9	598	110	7.5	9	2	3	18.6	1	24		nacl
1020	14	B2	14_nacl_1020_2	0.9	400	84	7.4	7	2	3	17.9	1	23		nacl
1020	14	B3	14_nacl_1020_2	0.9	254	89	6.2	18	7	4	12.2	1	6		nacl
1020	14	C1	14_nacl_1020_2	0.9	356	97	6.8	14	2	2	14.2	1	13		nacl
1020	14	C2	14_nacl_1020_2	0.9	356	99	6.8	12	4	5	13.6	1	12		nacl
1020	14	C3	14_nacl_1020_2	0.9	183	49	5.5	15	6	0	0	0	0		nacl
1060	14	A1	14_nacl_1060_2	0.9	188	71	4.8	8	2	3	14.1	1	13		nacl
1060	14	A2	14_nacl_1060_2	0.9	237	64	6.6	10	4	3	9.1	1	7		nacl
1060	14	A3	14_nacl_1060_2	0.9	198	66	6.1	8	3	6	11.2	1	8		nacl
1060	14	B1	14_nacl_1060_2	0.9	255	93	6.5	14	5	3	11.8	1	8		nacl
1060	14	B2	14_nacl_1060_2	0.9	248	104	5.8	18	8	3	8.2	1	1		nacl
1060	14	B3	14_nacl_1060_2	0.9	108	11	5.2	10	1	0	0	0	0	small plant 	nacl
1060	14	C1	14_nacl_1060_2	0.9	379	128	6.8	12	5	2	22	1	17		nacl
1060	14	C2	14_nacl_1060_2	0.9	365	90	7.6	10	0	2	11.8	1	11		nacl
1060	14	C3	14_nacl_1060_2	0.9	410	96	6.6	13	2	3	5.5	1	4		nacl
